TF	C(organ)	C(dev_stage)	C(organ):C(dev_stage)
Cxxc5	0.0144165728403391	0.7195052316984092	0.3159336661794526
Daxx	0.00865197397423123	0.5609619350284174	0.3038949131684782
Ddit3	0.5630550683958884	0.5580177253566333	0.17939316808200317
Ddx21	7.325323979951057e-05	0.6004929748839346	0.202197191925119
Ddx5	0.00039064704847319707	0.49472733419695425	0.6707519010434755
Dgcr8	0.0007855093322933688	0.6655054243156688	0.24428893911876243
Dicer1	0.00119930845488674	0.6272101854096642	0.12082469387051568
Dlx1	0.04126511263931621	0.2805974536156451	0.0058781939224020335
Dlx3	0.010654047026530021	0.6764354373972781	0.22796036184463184
Dmap1	0.007583419978095135	0.677361234077623	0.22365452763844557
Dmc1	3.313973121861914e-05	0.6052361506641643	0.1843038451594643
Dmrt1	7.068822837391992e-05	0.6478863593751439	0.15578340773801788
Dmrtb1	0.007384605864344347	0.6894439860349221	0.2483315660405196
Dnajc2	1.2760868221834191e-09	0.626183911045128	0.15765679039579042
Dnmt3a	0.011776363424277547	0.49576703276978296	0.09284218520413047
Dnmt3b	3.0468574102710087e-05	0.45832654264913086	0.25397608310268455
Dpf2	1.6683469745536646e-07	0.5106564522469156	0.15582019971088157
Dppa2	3.032537798760837e-06	0.5562564308098488	0.17028589976408415
Dppa4	4.695807614466735e-06	0.561748075027159	0.18047809225435166
Dpy30	0.0012296884559391652	0.6450212903384103	0.22131714634738497
Dr1	2.4973381110553782e-06	0.5620974466081268	0.1890194201803245
Drosha	0.24051691662509272	0.5688002194196349	0.1526175966127902
Duxbl1	1.201355014043278e-05	0.5849763309856572	0.14648340288970277
E2f1	0.0009421391549435353	0.6566237949021945	0.2067006866651842
E2f3	0.00023305407575075483	0.6071143979210734	0.18670654807769715
E2f4	0.0031738657847532846	0.6638034777473065	0.22357682282629232
E4f1	0.019424937608991836	0.7088650381777865	0.22539043033177056
Ebf1	3.5421547919686865e-06	0.573033721334576	0.17197144861381142
Ebf2	5.202431255156066e-06	0.5809206212909381	0.18469492165575693
Ebf4	4.7647507014031304e-05	0.5939096286897485	0.18235591077992427
Eed	2.755555292973126e-12	0.15739902123909555	0.07502426403357618
Egr1	0.0002151514241168016	0.6403105230071691	0.19910545631730545
Egr2	0.0010976522824865831	0.6350234080783487	0.20637653408933773
Ehf	2.5787788474004403e-08	0.49290454021810715	0.11987236493839876
Ehmt2	4.86137709141527e-10	0.41414473199450486	0.38928434128691913
Elf1	0.007604067684807598	0.6676230042076605	0.23271781859665144
Elf4	0.00536762697978847	0.6635219266667864	0.23084527911559768
Elf5	0.0011098469693566603	0.6438826232389223	0.2140706289062875
Elk1	0.01808952040692512	0.7010176190268894	0.24978752779480004
Elk3	2.0999826489512666e-07	0.017335189870040055	0.34451659734152573
Elk4	0.0019391990330255686	0.5559363122186702	0.3459011947178993
Ell	0.0011986712651437061	0.6519168706430959	0.354752736452254
Ell2	0.00017028476494477808	0.6784323504301029	0.209484165047524
Ell3	0.0005463916822492568	0.6541498256030558	0.20985938923355546
Elob	0.02607571399739025	0.6947010141123258	0.23672831241444986
Eomes	0.00012648718177884138	0.6138849402770012	0.20240067371422452
Ep300	2.269053811451995e-07	0.5794276833587406	0.17298149188823478
Ep400	0.012089401689386853	0.6571865769501453	0.219821363565181
Epop	3.0191000509399986e-05	0.5892997618861615	0.19039706458722147
Ercc3	0.007528546391118976	0.37967568082620057	0.17327867888790088
Erf	0.001091075410681328	0.6370262167300088	0.22547970147349725
Erg	3.9936273112029044e-05	0.6151616493979213	0.1985611158210845
Esr1	1.3482971267548375e-05	0.5909061817499226	0.1892913228113476
Esrra	0.00019103162619316872	0.6128851588581636	0.17698710564746634
Esrrb	2.568417656418376e-06	0.5434351092932616	0.17364689179877238
Esrrg	0.007901835052963602	0.2883044838847328	0.2544258046041781
Ets1	0.00024749628725175866	0.6304171145541498	0.1994694638141533
Ets2	0.000619807753112969	0.6328937976673719	0.2168018706266186
Etv2	0.012780469815520262	0.6390074525283465	0.394083736398579
Etv5	0.0023926906684739826	0.6415527774352966	0.22256583231545624
Etv6	0.03914424078754583	0.7125840992346284	0.25502932009351326
Ezh1	7.972682868980304e-06	0.45789343698901147	0.31172232638918335
Ezh2	2.195248793326745e-06	0.5485379991118264	0.17858293993878943
Fbxo21	0.006287736238720193	0.6607128378749006	0.27334299927698774
Fgfr1	0.0001768357801274838	0.6196752620052361	0.20583871789748073
Fli1	3.670821209134592e-05	0.6114029465705977	0.19726433917060468
Fos	0.00026022976855808616	0.6252399083868376	0.2000368670446544
Fosb	7.721403875149268e-06	0.4909164362880981	0.17755362471665362
Fosl1	0.00012232663399424005	0.5975728714205373	0.20171448106909795
Fosl2	0.0006081774461088841	0.6171164826123352	0.1833820996829495
Foxa1	0.0001799124372706362	0.6595854699215049	0.1906333768809347
Foxa2	7.510490617379153e-06	0.5984030888101709	0.17193450908537164
Foxa3	3.7220524627920534e-19	1.0458981779026236e-06	4.367901270401823e-05
Foxf1	0.0005547238425971823	0.6181744062289406	0.21412459155049154
Foxg1	0.00014939301060306644	0.7340202276205133	0.22335318522802028
Foxh1	8.214405826279767e-06	0.5746169648046443	0.19109987871398484
Foxj2	0.02211732553168483	0.6504294356085549	0.3037313584939076
Foxk1	0.02372571489935212	0.7608208667527652	0.24872975973831
Foxl2	0.001923454456521534	0.6469072233431901	0.19546234798086445
Foxo1	0.013545788237526318	0.7101095198728857	0.21932703916754923
Foxo3	0.0005500201447253526	0.6710862770893202	0.1992894003082052
Foxp1	2.1338633549487013e-05	0.5823068801167717	0.19589766343906648
Foxp3	0.0009743779889705547	0.6372289969896885	0.21314996990949722
Gabpa	0.005169180204170178	0.6703222214795728	0.23786691617597205
Gad1	0.005975685174282544	0.6191696804112321	0.23926236205734086
Gadd45a	0.017717187039437716	0.1765758084373322	0.3093862954399096
Gata1	0.0034596924668148146	0.6689449386131425	0.21006160546593639
Gata2	0.00014530184708827585	0.617913768788847	0.20207454996452143
Gata3	0.001387633767163043	0.6546168944483038	0.21441819946503363
Gata4	5.188750086475422e-06	0.5850641793213417	0.17871834332326558
Gata6	5.8234920258514925e-05	0.614603059076909	0.18744206577817604
Gckr	0.001063035663737065	0.6556536338665298	0.21716294056086516
Gcm1	4.5716266905680236e-05	0.05021170535370592	0.1604391219607126
Gfi1	6.184372012404898e-06	0.5761870481963203	0.19198016417828798
Gfi1b	0.007396406941462265	0.6706298827280412	0.2110370026830628
Gli1	7.289152524614363e-10	0.4992015280552847	0.13976850311493413
Gli2	3.5685776401287937e-06	0.5929388150067282	0.17601847868350584
Gli3	3.104162812111789e-07	0.5208841625453068	0.14818472623362666
Glis3	2.9993929868055223e-11	0.00015802171387287582	0.00023922707937451914
Glyr1	3.985011879680584e-05	0.6479206110005611	0.26352192046962775
Gmnn	1.6484131506652082e-13	0.8612389900766415	0.041505843255601624
Gps2	0.0007231377810588788	0.6598209912630482	0.21830551533783601
Grhl2	0.00019286790061435268	0.6234957515889789	0.20727005994293218
Grhl3	0.0014005305701179718	0.5932699138362267	0.1822134795611648
Grip1	0.000131224989144531	0.6320182103535932	0.31571392673931203
Gtf2a2	0.0005317667967552094	0.35497563164370177	0.2866490300500854
Gtf2b	9.862299443194611e-05	0.6382400107580561	0.20348352373292128
Gtf2e2	0.005920611741108841	0.6719402546659627	0.23289804596782593
Gtf2f1	0.0009395620195548005	0.653408421567651	0.165998944665153
Gtf3c1	1.5749307623673636e-05	0.5750245178606008	0.19676688046167384
Gtf3c2	0.00028323100595831696	0.6134297037376982	0.33680162436159855
Gtf3c4	4.757037039408501e-05	0.6514413777683419	0.32949310282807553
Hand1	6.119064911805531e-06	0.5265740723629035	0.1892813407001283
Hand2	0.0003799201742845765	0.6160312439571136	0.21070989723602446
Hcfc1	0.00023309219194702938	0.6279611792396743	0.20771721078364896
Hdac1	8.662186828050851e-05	0.6152131033213126	0.2092232426244366
Hdac2	6.0668240684196165e-06	0.5905189802276027	0.19273619782397575
Hdac3	2.123415933441311e-05	0.6292784314819926	0.1928839551653367
Hdac4	0.02429646575695782	0.6847028027723594	0.23993523369037048
Hells	0.0003985149538995402	0.5666091709203838	0.19858310805371845
Hexim1	2.0690348942756373e-05	0.5837099333302205	0.18678127341821416
Hic2	1.1756069743340135e-05	0.5025406538341789	0.19371963275857434
Hif1a	0.0027392621513867084	0.6604248799666295	0.22818306265872942
Hira	1.413548095640226e-06	0.4212061617790128	0.14332374693922412
Hmga2	4.5716266905680236e-05	0.05021170535370592	0.1604391219607126
Hmgn2	8.496418493872682e-05	0.34706813906337486	0.22026541739778174
Hnf1a	1.007455312832609e-10	0.3030282444766872	0.014136784975269838
Hnf1b	7.97261666253128e-08	0.719399315503364	0.1646546809499526
Hnf4a	0.00015145641132772008	0.6397379801593307	0.20450112612688895
Hnf4g	0.0005736669247102919	0.6425584983820567	0.21087420529413953
Hnrnpk	2.8167601206904644e-09	3.4827066704800656e-06	0.00032641627708121783
Hnrnpl	7.855260060130904e-08	0.7116028655808629	0.1383213596069199
Hnrnpu	0.0004909337451062568	0.6120101209222558	0.17754877677818656
Hopx	0.004869223399306587	0.6530505600390243	0.22675571012229723
Hoxa11	0.0015346961727356703	0.5607449350592713	0.36274630716307066
Hoxa13	2.8801127467748624e-05	0.6330066912994146	0.18696801847779415
Hoxb1	5.03990403840623e-05	0.6228018455986433	0.15180810419232815
Hoxb4	0.0038392390761355453	0.6675220921475198	0.21834544504530348
Hoxc10	1.186554002254169e-06	0.46316940050164856	0.18038898110227308
Hoxc6	0.005935264014714878	0.2241764441026598	0.010316492728156532
Hoxd13	6.059564965318065e-05	0.6520495858286657	0.2349944076747266
Hsf1	0.0002989833623155491	0.6194857326063363	0.18220890817938645
Hsf2	0.00018222916570253075	0.4193703044911974	0.7255498822848317
Htatsf1	0.0054993597158995555	0.6733627942372082	0.22334297118226434
Htt	0.3357428749476033	0.7496508653298726	0.3538007448460664
Id2	0.0026197763775859394	0.6490141396637653	0.22839438250658764
Ikzf1	0.00015169388254446508	0.6222238317723192	0.20311023178865834
Ikzf2	0.008998130881077654	0.689297563404478	0.23933860583386107
Ikzf3	0.0023712531869323553	0.6510327128197531	0.17424050556538548
Ing1	8.788261781326318e-08	0.06167243843693937	0.23076766838884696
Ino80	4.948478827896369e-06	0.5532478159594949	0.18977916276152007
Insm1	3.972793664987202e-05	0.5980579268568761	0.196007255114925
Irf1	0.0008319435107585707	0.6456377028690874	0.19198835749107576
Irf2	0.010819377256269993	0.6859780703849625	0.2604071218058046
Irf2bp2	0.0860048938875346	0.6626768236145613	0.11831645543793054
Irf3	0.022059453585813536	0.6554051747937621	0.1770230652209315
Irf4	3.68745249957689e-05	0.6102871615578913	0.19711129966379293
Irf5	0.004095480394889173	0.6493945688712788	0.21055481614905916
Irf7	0.048153552148493865	0.6811387950484502	0.2523327798194281
Irf8	0.0047140381673284795	0.6575971571987295	0.1926075966905516
Irf9	0.010916198747022356	0.6795636683229107	0.21905575967270596
Isl1	4.449178024933458e-06	0.5629156374683657	0.18433347598455568
Jarid2	1.8578841009211266e-07	0.4874486625687964	0.1639140243948361
Jmjd1c	0.0005635669489338651	0.5729939964049673	0.15374528733511977
Jmjd6	1.4695798448859361e-05	0.5245714188004947	0.22795161599486888
Jun	3.270772592027196e-05	0.6043194438553656	0.19870872093499195
Junb	0.0003653342096224642	0.6318627013058509	0.18910731308045467
Jund	7.52793602548577e-05	0.6177597091358061	0.19555718583998763
Kansl3	0.007065522670882666	0.6724641639604851	0.2454080871797328
Kat2a	0.0044349246222736855	0.6703589122720116	0.22556300696800283
Kat2b	0.001140506395386852	0.49622305225693464	0.11886783111829938
Kat5	0.0002885308454541794	0.6268548257125888	0.20147450135798997
Kat8	0.0034747876885521537	0.670338596893197	0.23071264278305798
Kdm1a	1.1979690703135945e-06	0.5693290002193045	0.18497348915720815
Kdm2a	0.00010421592267131238	0.5873063809321344	0.17738630396850313
Kdm2b	4.992563789391759e-06	0.5596264960357302	0.1860734293278467
Kdm3a	0.028733981819019438	0.6201170673810977	0.2969493845920837
Kdm3b	1.4734827300470848e-08	0.19059260082805624	0.10972188093929468
Kdm4a	2.6484041567721223e-08	0.42960605192660944	0.12030000451555699
Kdm4c	2.291764325415807e-06	0.5645829429374108	0.18851527837439763
Kdm4d	8.249989331783906e-07	0.5148900094598772	0.6351760726087369
Kdm5a	0.0006162285371192762	0.6247248385658437	0.21724890318961562
Kdm5b	6.852535856153904e-15	9.48197900752378e-05	0.4734563116949465
Kdm5c	6.75503100160305e-05	0.5464792085558836	0.18599019054492127
Kdm6a	0.007829103585489815	0.6765466202975065	0.23918378293865317
Kdm6b	0.0007327709946747702	0.6283126206357061	0.22315710853354867
Klf3	0.0007044836574080822	0.6202604087141478	0.2224914576341381
Klf4	4.645049453931755e-06	0.5715807947959791	0.18686507738158742
Klf5	0.00023276562772288372	0.6262211935450771	0.2123393255696766
Klf6	6.084530418675018e-07	0.5365083486950102	0.07863619784174387
Klf9	0.0020135621922796284	0.6383059979130117	0.3348309747006656
Kmt2a	0.001195582494477075	0.6419843397516745	0.20948094968024983
Kmt2b	5.184154183371337e-06	0.5662768380367129	0.18934472550023365
Kmt2c	2.2472253608632614e-05	0.5897263153359283	0.19557592654101
Kmt2d	6.6192788906139004e-06	0.5848033869307983	0.18776919482941135
L3mbtl2	0.0008015421473989942	0.5800908977010157	0.16291032805514793
Ldb1	9.488488426777177e-07	0.5996598401055044	0.16193099309055956
Lef1	1.7170148857493314e-05	0.6761123266950307	0.41585133369313704
Leo1	0.029154482768113495	0.6618679536981458	0.19383839572588593
Lhx2	1.162173283679156e-05	0.6301658337597419	0.17098699175811852
Lhx3	2.440381453834152e-05	0.5978706679764052	0.18236663921648913
Lhx6	0.016258698036389234	0.6948118322226807	0.20267332418819514
Lin9	0.12627767170950016	0.5904810657157442	0.16835206701897162
Lmnb1	0.001685444374359135	0.6049149323359388	0.16910316716827734
Lmo2	0.0010756463685671356	0.6368518065641976	0.20181299634412608
Lmx1b	0.8728176791688718	0.5434824942662697	0.3856597516160003
Lrrfip1	0.006295162007967471	0.6878718997400488	0.26729047655125576
Lyl1	0.00012026822089103403	0.6268018289165349	0.18805274391031443
Maf	0.0019028682557326723	0.6494237235124937	0.19658035488837625
Mafa	3.9571992462107436e-08	0.5002871639466708	0.13000387828853058
Mafb	0.0034407411226460415	0.6341082715780514	0.18051108053284473
Maff	0.0020106153915829665	0.6442233335869798	0.22537220673030248
Mafg	0.004293023530035911	0.06073656283424107	0.6683106354864454
Mafk	0.0020387412521928818	0.6545540141902948	0.22286976084275123
Mapk8	0.007202362989292669	0.687756495129795	0.23895574162823444
Max	5.742800339516224e-05	0.615747157950936	0.20021921679652588
Maz	0.0009576608478853824	0.6452782343597243	0.21548636698315587
Mbd1	1.6098404083974883e-07	0.4444772285693145	0.17143912985836668
Mbd2	0.0015142029843464215	0.6653161125656322	0.35590130861825486
Mbd3	2.0035985363110283e-06	0.5582108440617273	0.18533202933027618
Mcrs1	0.0058793615351172635	0.6723695484984116	0.22959562561931107
Mecp2	1.9766743711709787e-10	0.5352146479291863	0.09285250941756239
Med1	1.5386427411407916e-06	0.5966946445743233	0.18176094574351287
Med12	1.0923893178016747e-05	0.5896779861641891	0.196246263889003
Med23	6.921435008173478e-10	1.9824966341621e-08	0.0006300301692210943
Med24	0.0001804724724286868	0.6178851172830371	0.21034585621942808
Med26	0.0004657591673685916	0.6278038311451837	0.21285916879393274
Mef2a	5.780685553282551e-05	0.5374031920907213	0.11978446403445421
Mef2c	0.0006057712206292909	0.6260361895792252	0.2152887212659328
Mef2d	0.0031906804825888673	0.6242991269081459	0.2128015545807452
Meis1	4.404190261697849e-05	0.6175292972509859	0.19570980032357985
Men1	0.0009675349048030362	0.6269729257274872	0.20289659729574788
Mettl3	7.24640617295772e-06	0.5794351530991881	0.1821428667797166
Mitf	0.013528707839349903	0.6552763083965696	0.22505088111485488
Mllt3	1.7230270583936513e-08	0.11507215907960625	0.9576010762648344
Mnx1	1.0626516862261098e-10	1.1205410184272684e-07	0.008399914101985722
Morc3	0.03795238683230872	0.7184471879702796	0.24692713278745745
Mphosph8	6.382086197603652e-05	0.5658963705361599	0.15778288739647614
Mpnd	0.6781759090415802	0.47795480208524954	0.10319054091370627
Msl1	0.018809350970195614	0.7071780884837544	0.24074682044165782
Msl2	0.001729073134511007	0.6602390036689627	0.24140152598336628
Mta1	4.831001462954999e-08	0.6582090648659897	0.8611052586638841
Mta2	4.607164714680318e-05	0.6036520351373463	0.20459677090868578
Mtf2	2.8704077699470243e-11	0.23003212555683036	0.09572884855994025
Mtor	0.0032098360114168082	0.674291781130495	0.2053569854534282
Mxi1	0.0005081424104612796	0.637494700553913	0.2076627724056906
Myb	0.010219541956599089	0.7000499248926124	0.23704129038525318
Mybl1	0.0008285836375709607	0.6530590218867316	0.17823480941884273
Myc	7.41523154411797e-07	0.58845618617305	0.17519517805996257
Mycn	0.0005053066483361643	0.6214115303455228	0.21351524966741012
Myf5	0.00010240474764331644	0.583574672073315	0.20186555703065714
Myo1c	0.051959247197885285	0.00821883542602563	0.01208357156622662
Myod1	2.551342280585819e-05	0.5852969251310247	0.1890362853159802
Myog	0.000115734232309995	0.5834012410874158	0.18732618271377616
Myt1	3.601249178844233e-17	0.024709644445769244	0.006570993155872675
Myt1l	0.0019347227480893665	0.650513157195967	0.22217342968863263
Naa10	6.958070494758687e-12	0.0001066789833874085	0.027329598378027942
Nacc1	2.196041976961454e-06	0.4075265142818214	0.09119780823779955
Nanog	1.255495707817049e-06	0.5627665081302996	0.1804313575835211
Nap1l1	5.338926228973912e-11	0.11122293781715824	0.07726406199174896
Nbn	1.2296879804270972e-08	0.2458414814433804	0.02165109277297301
Ncapd3	0.0025377861383232042	0.6534613088107166	0.2237485849717944
Ncapg	0.00027076911923483297	0.614549996158751	0.12079984198705829
Ncaph2	3.446372076605476e-05	0.5886478367749324	0.20097938017534742
Ncoa2	0.001287760690588051	0.6563617798476764	0.22194617112653423
Ncoa3	0.0011287934698297228	0.690825081697275	0.21379409047123604
Ncor1	2.110067382601969e-05	0.6246158089156437	0.19445115567012677
Ncor2	1.2359494257353705e-05	0.616794103569889	0.193229296983528
Nelfa	4.276999690112812e-05	0.6110178352597123	0.19358941069241004
Nelfb	0.00518786123655088	0.6585371423491666	0.2363080398306173
Nelfe	0.00080319861696641	0.6387488605059852	0.20956399519717875
Neurod1	6.212977527324407e-05	0.6050715242327016	0.19467516194227502
Neurod2	1.0565260562095296e-05	0.5771783576477126	0.18884827219363792
Neurog2	8.565309065594945e-06	0.5753920290880181	0.17815909896504495
Nfat5	0.07964333654577642	0.691507105799364	0.21308110603687921
Nfatc1	2.515752720299279e-10	0.5069242987226888	0.06400857234026669
Nfatc2	0.0005160044817495873	0.6546849451206511	0.19168675569212346
Nfe2	0.016388325420444227	0.6696533101317599	0.20301504176363697
Nfe2l1	0.01184314281118106	0.6368984584393528	0.2535765125530457
Nfe2l2	0.02072866022200585	0.6696810983469281	0.22863201728574958
Nfia	5.678248087645811e-06	0.5729897903685287	0.18347439392178913
Nfib	0.00017747961079709465	0.6266277027267203	0.19657917454998095
Nfic	1.807559479347829e-13	7.638139096857445e-05	0.09820259558877832
Nfil3	2.2161070847094538e-17	5.693697093561062e-07	0.0006046271008098231
Nfkb1	3.5934040623453663e-10	0.6564517502953553	0.09050202711660207
Nfya	0.001403023489615507	0.6721816247857328	0.2257934189031633
Nfyb	0.0002850790681696852	0.6662332685095893	0.20133706076175747
Nfyc	0.0002986389545101329	0.6661177081363725	0.20786849868160115
Nipbl	2.340536518251002e-05	0.598038960872278	0.19547870603689785
Nkx2-1	0.0007935615840474282	0.6586322388927239	0.2112660325813557
Nkx2-2	0.0007441090572046917	0.6475594134395665	0.2304067773279283
Nkx2-5	0.0028747516737464298	0.6451119049754886	0.21827262200172737
Nkx3-1	0.003576254107055191	0.6621472366707093	0.233233961411506
Nkx3-2	0.00028487517896858716	0.6629658227625601	0.16483479161480113
Nkx6-1	0.0014130379550789476	0.6563638544774428	0.229253091903146
Nlrc5	0.0029442752562099605	0.6990319340160613	0.30445659102353007
Nono	1.0894625081903457e-10	0.07398928669591989	0.27368917566205936
Notch1	0.0006159016120120998	0.6520863735051197	0.20104642956934266
Npas3	0.0006708380728344605	0.6355154539745638	0.2183921032878419
Nr0b1	0.005547267078803948	0.667544139125694	0.2286224644156509
Nr0b2	0.005951400726561846	0.6765193691726132	0.20950902541344663
Nr1d1	0.00010212904897986728	0.6353102565950253	0.20299881343036072
Nr1d2	0.00018026500657548653	0.7423792532994263	0.25620370857544994
Nr1h2	0.0016639062141810186	0.651421001094572	0.21994503634818824
Nr1h3	5.7569592886299086e-06	0.6828653346850451	0.1954855662140663
Nr1h4	0.0011854855276530031	0.578503902074065	0.22500490864283013
Nr2f2	0.06605467595695316	0.6811084487301056	0.2952538221048019
Nr3c1	1.878595098440723e-06	0.6033726960654251	0.17293929805650016
Nr4a1	0.0002996523986895775	0.634950588576624	0.21605914803064696
Nr5a1	0.006367705009685608	0.6568563656495976	0.20056769089217102
Nr5a2	0.0001363476444581733	0.6185244558779264	0.18513063560486542
Nrf1	5.024852757367981e-06	0.5703059237185868	0.18684810527413506
Nsl1	0.037738497347905395	0.6972506130368843	0.29230526672317125
