TF	C(organ)	C(dev_stage)	C(organ):C(dev_stage)
Atrx	1.5308013182340575e-09	0.25683620310060384	0.10944409900996709
Auts2	0.004742197374742165	0.6812467792110687	0.2841086331480515
Bach1	0.0003559225235706136	0.6236059706717392	0.21293064599181377
Bach2	1.6928986468406777e-06	0.5343093532418304	0.18787652937440447
Bap1	0.0031752565471339735	0.6903618670121225	0.03738423985274026
Batf	2.503106367678488e-06	0.6008650592319307	0.153855064920752
Batf3	2.1307051620073644e-11	0.5924201309623792	0.24488604868222683
Baz1a	0.01269917534802469	0.4593192883768463	0.15327944300508892
Baz1b	0.02671582216797053	0.5057790522109786	0.06588126145076124
Baz2a	0.0006723200928111392	0.42854345365203106	0.0677162186818959
Bbx	0.16372090964214173	0.6288245636341738	0.02594533104521328
Bcl11a	0.003732141163921725	0.3954995452444946	0.18610720057265645
Bcl11b	0.0008753919645716796	0.6402447735131631	0.20930084674302168
Bcl6	8.184687987333153e-17	1.5053275672579038e-05	0.0011779546731060517
Bcor	0.0013884088011655654	0.4028846636207562	0.027156309506589517
Bhlhe40	4.2979234099170885e-05	0.6139792234929444	0.17834804329763337
Bhlhe41	0.005643497704239189	0.6627970874701246	0.21752458366116742
Bmi1	3.39033393436819e-11	0.26895579028753624	0.748747724793617
Brca1	0.013607963632294155	0.7419386707893253	0.00983852520603977
Brd2	0.02749965657312564	0.6988450686704167	0.23305774758873882
Brd3	0.0003604358636628833	0.5751116303331334	0.030942894582592563
Brd4	0.00028759446552637126	0.6313102890500484	0.20323902336209024
Brd9	3.79115158470058e-05	0.7432173494926151	0.1959618425087073
Brf1	2.9573640242445886e-06	0.5949533096334276	0.23787003977857726
Brf2	0.016948259023926077	0.1847699332584566	0.31011942175757073
Brwd1	5.14592785938081e-08	0.7312738291751042	0.05352414073157942
Btaf1	3.862258586951643e-06	0.563198718944724	0.18619560517999306
Carm1	0.1340465488092706	0.023034296302866086	0.08077003998140654
Cbfa2t2	8.427077583977174e-07	0.5239645958810335	0.298203559877712
Cbfa2t3	0.01996032879104027	0.6586086625627967	0.18623041928867776
Cbfb	0.0016061996004721113	0.6584412206471588	0.2009763244980815
Cbx1	5.313877980229667e-05	0.596259206749692	0.2069916297353365
Cbx2	2.3652238330773932e-07	0.24976528844732657	0.40281453323040306
Cbx3	0.0019305984524176291	0.6346620924650455	0.21207713610214565
Cbx5	0.0005729810799607187	0.6871677966585551	0.025484590949950106
Cbx7	1.1252764641523903e-11	0.14117744495347498	0.07845516670514417
Cbx8	3.647519229948388e-10	0.6701988520104791	0.8639111526276341
Ccnk	0.08584076735722532	0.7002442739475871	0.20649948833911663
Ccnt1	0.015616729996452978	0.6788008922660957	0.3142310844883603
Cdc73	5.595050774941665e-06	0.467387978124151	0.23757468812167054
Cdk8	3.4062424025867657e-07	0.46029049806865996	0.028529510572420532
Cdk9	0.0046024671384659235	0.6540406227705671	0.14835484894162437
Cdx2	3.203058064531498e-05	0.6582968326631202	0.08645904871752073
Cebpa	3.68772395554218e-07	0.6040989900650198	0.15896481460954384
Cebpb	6.165713915066039e-07	0.6113040302079984	0.1656820402349589
Cebpd	8.704592648855831e-14	0.760924118883895	0.4439353016220694
Cebpe	0.00012480728582393199	0.6344057517791735	0.19882669745268505
Cebpg	1.0854670174300678e-06	0.5298935542620664	0.09625880644760433
Chaf1b	0.00019701993003522347	0.6790163190506817	0.030238006676031465
Chd1	0.0001407491703605706	0.5932835588186167	0.2291795944293045
Chd2	0.004088407316371647	0.7031524340837272	0.2088939049144391
Chd4	1.4520400211354053e-06	0.5626056719225834	0.1814967436303495
Chd7	0.018883342148443314	0.6913334557369059	0.3349140052662177
Chd8	0.00823113139578897	0.6602696679659721	0.25786078770874554
Clock	5.428750808183404e-05	0.693633456134793	0.21781567594336781
Creb1	0.0006348409388288742	0.6445343845801128	0.21074250791145968
Creb3l2	0.13761558480625272	0.5251313807069937	0.306771338775398
Crebbp	5.5355320208514205e-05	0.7063473280506958	0.18752112332476106
Crtc2	0.0001794295680748656	0.5089140034453156	0.13962537553338367
Crx	0.004967724366356585	0.5031032836728069	0.1510119249869976
Cry1	0.0012099317242264891	0.7918967745721874	0.02731753042240061
Ctcf	4.0637966772432273e-07	0.5771215894605755	0.16948940000849871
Ctcfl	0.0013258410448548981	0.6132152091087179	0.2888345675352542
Ctnnb1	4.331277226961364e-06	0.558045576968109	0.11977988152955706
Ctr9	6.332411201516965e-12	1.7282586611848795e-06	0.22143557217645038
Cux2	0.03383324474001361	0.18866084397292834	0.022443967212884375
Cxxc1	0.0191982425541876	0.6947027232061598	0.2072179737682067
Cxxc5	0.011869287958469575	0.7363268263738734	0.3296231181992406
Daxx	0.0004024052683575826	0.5326688269269058	0.35415824845871574
Ddit3	0.03032937702506034	0.34060515373167244	0.23062629942999674
Ddx21	0.007571122341140017	0.6892612683100228	0.25697462253501174
Ddx5	0.13404654880927291	0.023034296302866162	0.08077003998140642
Dgcr8	9.575063647631575e-05	0.6249072334303898	0.09499955053856053
Dicer1	0.0003582490774441801	0.5497804410160959	0.05967772932534087
Dlx1	0.009008980661726966	0.5985221865217178	0.07503370419918683
Dlx3	0.005615417899617108	0.7694237686626333	0.021313079134200913
Dmap1	0.16568706592886737	0.44602092914357216	0.1372283281675689
Dmc1	1.1883371597207757e-05	0.6018152823550174	0.14336838538063232
Dmrt1	1.6838695983196947e-06	0.6418877667397558	0.19231438242897506
Dmrtb1	0.002619767329437884	0.42596501507871015	0.09447812066817468
Dnajc2	3.593661286470008e-07	0.42095196982604777	0.11009137513526832
Dnmt3a	1.4506334304616177e-05	0.5676969949879446	0.03827875709560067
Dnmt3b	0.062288004643472505	0.6789588973741006	0.040346300279713136
Dpf2	9.034197148970398e-08	0.5141672774156902	0.08953799611240033
Dppa2	1.3390029148448803e-10	0.310485279279165	0.13016621974294862
Dppa4	7.203353177724916e-10	0.3520926762662924	0.12999838771099126
Dpy30	0.018620996126036578	0.7370357421164464	0.2531049837540382
Dr1	3.1658401827054117e-06	0.5651575712066035	0.18622514080693434
Drosha	0.012050869900158856	0.023096244404928905	0.006936985953470998
Duxbl1	7.287440385975597e-07	0.5863038888326748	0.10784592261648482
E2f1	0.010655739119755167	0.6285036778388919	0.15982462617006035
E2f3	0.7647201314685355	0.23800042081572428	0.11339354523734002
E2f4	0.08173669387504685	0.551661894564107	0.1523162815921399
E4f1	0.47550783386710926	0.020138777881638675	0.3845962729461102
Ebf1	5.712572456234736e-08	0.5133129279920522	0.21598803823573728
Ebf2	1.8134475176903266e-07	0.542950789400438	0.17508791639695861
Ebf4	1.1409626910842616e-06	0.4323039830160689	0.21809458670637136
Eed	0.00029787164381380035	0.6261971052395403	0.06621656386853918
Egr1	2.521673485019219e-05	0.6109009680029425	0.20350406177702926
Egr2	0.00131926360308494	0.6445912461353362	0.19828340897934843
Ehf	5.550874551706272e-05	0.4972631968517963	0.19756401624040262
Ehmt2	0.004624106863658903	0.5195716620913746	0.15478936738871396
Elf1	0.011134922021535642	0.6746645484702474	0.24957670146024138
Elf4	0.006418507818077359	0.6596053561189388	0.23649409590892784
Elf5	2.1135145304870322e-06	0.5814546703934058	0.17023435245496665
Elk1	0.008427290034223002	0.7193922377588677	0.16412174733087845
Elk3	0.004322860710866058	0.1863367022427405	0.006859971231674346
Elk4	0.0006139552958940967	0.30103540509506715	0.11587281949778587
Ell	0.0014335947517353036	0.6586142953755203	0.10966524996757962
Ell2	0.00017383163016376394	0.592610265814514	0.041821489334141315
Ell3	1.4425524674684926e-05	0.6716094000885497	0.2897629016008493
Elob	0.001332759817596992	0.6888768738594819	0.03436473145149553
Eomes	1.2781900425532027e-06	0.42811162766736205	0.07972033464909752
Ep300	1.6389644356609783e-06	0.6088026391879466	0.1704603004626058
Ep400	7.097814503328535e-09	0.6748338157772915	0.481001881620826
Epop	0.00010200824509459916	0.6256597150205165	0.1819917052268055
Ercc3	0.057269736940341806	0.10422986888178837	0.025355426471646875
Erf	0.00678790126848202	0.6892612663714952	0.22102722375182868
Erg	6.633366911662828e-05	0.6261609431846832	0.1976988827785422
Esr1	1.7875099981412453e-05	0.5720550614893574	0.18123800415874938
Esrra	3.2192800349107235e-08	0.5679342713895985	0.15170413346147935
Esrrb	1.9574784754679025e-07	0.5518041312837136	0.13890864282570206
Esrrg	0.8129527312456392	7.833777620480296e-06	0.41038095379624717
Ets1	0.0011662782362018233	0.6492385634032778	0.20011990554374892
Ets2	0.00641544231553594	0.6829668475264763	0.2576657700305034
Etv2	0.6086110051083097	1.1557068867915752e-05	0.12655680329809058
Etv5	0.01563297189825576	0.6937986399521607	0.22525485248740226
Etv6	0.025132415220115705	0.7313997195602497	0.29725847717574455
Ezh1	4.3868845105581085e-06	0.4235093281282365	0.02059216161431665
Ezh2	1.1464833314688918e-11	0.24416258591733106	0.12358351616356193
Fbxo21	0.011560414051676269	0.6859858713199194	0.31644706558385444
Fgfr1	4.735765782420935e-07	0.5688759493192805	0.14349926109334332
Fli1	7.993027740494533e-05	0.6262279990474986	0.19417251511193406
Fos	1.3509094703057362e-06	0.5362369641340768	0.16931711211619357
Fosb	7.915107798205078e-06	0.39280812918436503	0.11255883270446462
Fosl1	7.209242720172892e-07	0.5389297383641204	0.15639494684353694
Fosl2	1.9150729196004505e-07	0.5384587395153855	0.15721246457044774
Foxa1	8.553005596630934e-10	0.6570702771302542	0.08853464148206358
Foxa2	4.9083108562616474e-08	0.5937389802616553	0.12289521165068572
Foxa3	2.3067077444365973e-08	0.029990340086210848	0.2724132863948742
Foxf1	7.796994810084064e-07	0.4673265504646732	0.1291259711946474
Foxg1	4.461123600614731e-08	0.3965020353075563	0.25840541274511303
Foxh1	0.0027905231150532513	0.6800891861319975	0.2304305719177702
Foxj2	0.036434474072761694	0.6775828192945764	0.3989092348672402
Foxk1	0.9039236217394585	0.4548493138132618	0.07963245002156906
Foxl2	0.00045619889091550305	0.582598872662726	0.1860132114095927
Foxo1	0.023527226464618415	0.6634556025337675	0.15289417226827323
Foxo3	4.3632451991450385e-06	0.5200208268371231	0.22395945655431032
Foxp1	0.00011181987986024916	0.6181668194255079	0.23579971855559723
Foxp3	0.007466551036802943	0.681104749973842	0.1989396814247351
Gabpa	0.008404661259140099	0.686827082030318	0.2650671163557863
Gad1	7.29771439153927e-05	0.4299467329319705	0.31787479365896143
Gadd45a	0.014017173504122767	0.5690293967914541	0.09096816895976757
Gata1	1.3286417940806003e-05	0.6508080645793497	0.11907079211753559
Gata2	2.631348437667514e-06	0.5919514001095686	0.16675724125413685
Gata3	0.00011769192514155228	0.6472153299265562	0.19094091099370766
Gata4	7.1102537032176805e-06	0.6071909285865551	0.1669286718538098
Gata6	2.0879001733917446e-08	0.6866112028088571	0.12136472592383778
Gckr	0.00017468442437581087	0.6695384224424337	0.14543754650534926
Gcm1	0.013891456949917629	0.4565178228561906	0.08822966264585701
Gfi1	0.0026098468506131705	0.622312189410432	0.23145011501630444
Gfi1b	4.879191332944342e-06	0.4931167694263048	0.27560326364664234
Gli1	0.01721998761172728	0.6298083210528167	0.10184307301493907
Gli2	0.020963025115532854	0.5440044851112604	0.0658154306688369
Gli3	5.386780293795842e-08	0.5401366250756438	0.1987958781759826
Glis3	0.03898937675549921	1.3973992346901629e-05	9.917964916327101e-05
Glyr1	0.0067960053638700686	0.4204429730424272	0.17893358840374274
Gmnn	5.861442928491952e-07	0.06890034011706142	0.017073831191507963
Gps2	1.5375737178198855e-16	9.982227900319085e-06	0.002791158443765924
Grhl2	2.539381082710686e-07	0.6752777368445411	0.08341174302013032
Grhl3	0.002529817001911123	0.567118296221408	0.07014462915913437
Grip1	1.3408395322232251e-05	0.6954672124319963	0.36598813730431773
Gtf2a2	0.20680422043403135	0.0001125660136338458	0.439296467408608
Gtf2b	0.012505001343706973	0.6800925361625416	0.18516164560467058
Gtf2e2	1.1132332961109609e-13	0.03903975334811906	0.0034972071148508354
Gtf2f1	0.20680422043403093	0.00011256601363384459	0.43929646740860645
Gtf3c1	0.007502316982106447	0.7006395118312398	0.2663528819922149
Gtf3c2	0.00012620507256971703	0.3277442254927291	0.16423637459740031
Gtf3c4	0.03898937675549921	1.3973992346901629e-05	9.917964916327101e-05
Hand1	6.79368714750293e-06	0.4371260037467332	0.053593368314721626
Hand2	4.0662747454705367e-07	0.5459892540593461	0.1279278615849014
Hcfc1	0.0053645196436776935	0.682561574079187	0.24252114292586704
Hdac1	0.005759902317372685	0.6777283384614212	0.22952276119873827
Hdac2	0.00047564461165577817	0.6351364057246349	0.2113867864182983
Hdac3	5.8305251852464515e-08	0.6499337424459839	0.15885155610639992
Hdac4	4.912739489715511e-07	4.9789726714539425e-06	0.002127942475877308
Hells	0.06655592607232311	0.5497356190891747	0.3371631365222059
Hexim1	0.039780993818695445	0.7521952740825574	0.18771883992116803
Hic2	0.0036067370773511837	0.4197788992678452	0.018365165174811036
Hif1a	0.0001915608110223744	0.6191982867423927	0.2048169954581726
Hira	0.0015407100762452966	0.3334753496683709	0.31829106635080556
Hmga2	0.0007643110956624228	0.43770818812198425	0.06292021879343253
Hmgn2	0.006482662825550218	0.6041958416488541	0.16858783545268186
Hnf1a	1.5818956232489147e-20	6.934547287155262e-05	2.831703805067453e-07
Hnf1b	9.227622580938953e-12	0.5218053147730697	0.016202586079775153
Hnf4a	1.1223389685411832e-12	0.613492523696466	0.03731715889774378
Hnf4g	3.3082379454244662e-15	0.3432148844666138	0.03369173635492084
Hnrnpk	0.0005780235347961083	0.2933372504260657	0.07296715172388014
Hnrnpl	0.00033301298051927904	0.006629131318061217	0.363277770238054
Hnrnpu	0.04263198157679356	0.7246848247469386	0.036853257510078945
Hopx	0.008619195825968918	0.6571546844283349	0.24780897578973898
Hoxa11	0.0065476162094494665	0.35761142526562767	0.0872104944123025
Hoxa13	3.0373175572228643e-07	0.5566160929825281	0.14879690922359998
Hoxb1	8.026705928272807e-09	0.2729050942944806	0.13974022368580286
Hoxb4	7.098442113118439e-05	0.6069384597470036	0.1928385884943109
Hoxc10	0.0025189729008948296	0.35519564983555035	0.1516247012512164
Hoxc6	1.5520878564655249e-12	0.08459646289333021	0.057612501115673065
Hoxd13	3.7872048403330585e-08	0.47530765803029373	0.34097179743346184
Hsf1	8.979723374172633e-06	0.5835106856799441	0.2132666840738161
Hsf2	0.03898937675549921	1.3973992346901629e-05	9.917964916327101e-05
Htatsf1	0.0008789058767944027	0.5693071843305602	0.042284299266545096
Htt	0.00012620507256971703	0.3277442254927291	0.16423637459740031
Id2	0.004938171878138689	0.731732638166966	0.1936385522150593
Ikzf1	0.00036156363239196894	0.638489942319918	0.1901784085152364
Ikzf2	0.03421633906367049	0.6199728971092583	0.07721309685232536
Ikzf3	0.00035252368968652126	0.6676516312041505	0.10014566682448911
Ing1	0.0341677571439873	0.6822416080159165	0.022882585831358902
Ino80	4.579453679637582e-06	0.55334999988322	0.1892425021169059
Insm1	0.00020367646817549142	0.6297351400017763	0.2017186675086124
Irf1	1.1818796253284735e-07	0.6616620268475506	0.1818548080803265
Irf2	4.362825631384791e-10	0.0036913723542248036	0.11393174558413445
Irf2bp2	1.6513741433737615e-09	0.2991710795983812	0.32429871753478634
Irf3	8.967115830191564e-12	0.7464766355121779	0.29367671115635424
Irf4	3.2770284837593913e-05	0.6065067319509063	0.1891744548672252
Irf5	1.547486540056904e-13	0.8335753891575906	0.38635313150550865
Irf7	5.3300280913326316e-08	0.00012800532626247027	0.08743707178746174
Irf8	2.640747210841494e-07	0.6411711207447139	0.18500469394233446
Irf9	5.177672052148938e-10	0.1802807623818487	0.03587217288574909
Isl1	6.232748329251621e-07	0.5789609626996768	0.22806168264590812
Jarid2	1.7389349267918928e-11	0.22944847398680865	0.1929152400669886
Jmjd1c	0.1340465488092706	0.023034296302866086	0.08077003998140654
Jmjd6	3.3073857658499017e-05	0.6645359944963832	0.1682300790457231
Jun	2.169468594125532e-06	0.5754915397832587	0.18282647434600585
Junb	1.667956507344281e-08	0.559565048148168	0.1879877262460179
Jund	3.6282436355914e-05	0.5967873997600933	0.19351518952877458
Kansl3	0.037528267253139694	0.6847407613257148	0.2899665674984777
Kat2a	0.008301338898612252	0.7041669054657782	0.26905182965905444
Kat2b	0.00022519727985654346	0.026028200453372213	0.06162499899702117
Kat5	0.016490064758784177	0.6264798125130365	0.1749337424967861
Kat8	0.0053185244036474694	0.6449036645837185	0.2918793023444656
Kdm1a	0.00034690080350657245	0.6389980918000626	0.2074483347913236
Kdm2a	0.029441302519901024	0.634857677055491	0.04047642462872555
Kdm2b	4.2125813021547426e-08	0.40361882703857	0.1280995451019558
Kdm3a	0.08348369160387833	0.27202583020924437	0.02072224992676723
Kdm3b	0.000690716227861866	0.5929515808332857	0.050140369922558076
Kdm4a	0.013155700606317678	0.5168397332037725	0.06862366387293359
Kdm4c	0.003692087473651366	0.643056130388306	0.22114360252461104
Kdm4d	0.0001496971412978473	0.37816852961335423	0.16466894481961677
Kdm5a	0.008662403805634487	0.6873025314667289	0.24703566240550281
Kdm5b	1.0479002645976356e-05	0.5924972438970444	0.013208036862133841
Kdm5c	0.00040511449946556573	0.776902588166771	0.10343229987811674
Kdm6a	0.009225940041843373	0.6831719469823458	0.3054935693661819
Kdm6b	0.00028079421709153974	0.5854376310777518	0.22747759116098004
Klf3	0.0003261837799329494	0.6280644309675392	0.23184059267907883
Klf4	1.322545520539311e-05	0.5915794537778014	0.20788584297766605
Klf5	0.002504143674894768	0.6509815237435157	0.20542760246419609
Klf6	1.3619378149223742e-06	0.6249859237402314	0.07682217393330985
Klf9	0.0007997838122068711	0.28433076333629037	0.3866734005296403
Kmt2a	0.0032109819395001985	0.6639569964474799	0.21456047121870553
Kmt2b	0.0003640371177800489	0.6206625318650701	0.20619032716058086
Kmt2c	2.5055460653371134e-07	0.5779962203650735	0.1654870217622492
Kmt2d	8.35926632384195e-06	0.5763422891708547	0.2057330322925714
L3mbtl2	0.023527703500904776	0.5250240051844643	0.3607271602719389
Ldb1	2.5376250465114528e-09	0.4084268194691077	0.15776142763060447
Lef1	0.0025118131994048983	0.7450670763019747	0.015820439583871807
Leo1	3.348578570559875e-08	2.5897039270024254e-06	0.0010539374671870332
Lhx2	7.85830828515904e-07	0.4839624759395009	0.15289114887434543
Lhx3	1.3405749361144037e-08	0.5062931335326855	0.1719423442910521
Lhx6	3.746735584592654e-05	0.6311993247637742	0.08821074020405519
Lin9	0.000240973540865521	0.000989348071406927	0.09814197503423613
Lmnb1	0.00017026171706709502	0.588275504878349	0.15139134038368682
Lmo2	7.228411571628033e-06	0.5769834750353484	0.19915942743452053
Lmx1b	0.010005617255249505	0.6630606297251805	0.024176740942409434
Lrrfip1	0.00013561065216946024	0.6457009800701614	0.2545035280152941
Lyl1	9.198709549044762e-19	0.06027033221623096	2.451417377027963e-05
Maf	1.058754606734464e-05	0.5516284083780316	0.1556147369687874
Mafa	5.317129110948453e-06	0.6361944526969808	0.2038397587325978
Mafb	2.0969233224050016e-10	0.6258321389401942	0.25148668102972055
Maff	5.015811766760802e-06	0.5213397676275537	0.21554609158930718
Mafg	4.4521326085010225e-10	0.17846545274429046	0.1776350273934912
Mafk	1.0013751925378988e-06	0.5825300217686897	0.19686247709491414
Mapk8	0.16329557613031984	0.7274466775139294	0.2747529035645442
Max	0.0018357085197240617	0.6700381391210087	0.21467533341975903
Maz	0.0010527126676879725	0.6567319017338452	0.22785970530704347
Mbd1	0.0035100354490925673	0.7276815773032654	0.05168212982525474
Mbd2	0.011718370927346724	0.5984746046484235	0.06420346963483224
Mbd3	2.2513493075530725e-06	0.5613534813556809	0.1842265439529468
Mcrs1	0.03405647290483275	0.6438749778530923	0.3062097835426347
Mecp2	2.280093237621167e-07	0.5755917887713287	0.10428735084128742
Med1	0.00016709720221727914	0.6309189642597073	0.20079996171234557
Med12	0.0027191111210315934	0.6479224862929547	0.1956595611616839
Med23	0.013392759127239369	0.6404271927119718	0.04491583601848797
Med24	9.39716518591732e-06	0.5907748507158902	0.18273297141585232
Med26	0.014130616278756919	0.6902684202422684	0.21790786455334893
Mef2a	0.0008221771718884577	0.5362929303577522	0.08754920026167172
Mef2c	5.035078791303996e-06	0.5808975467696159	0.11578701876098534
Mef2d	3.1389525900368875e-07	0.24390307032908934	0.17827453905400842
Meis1	1.335126144621828e-06	0.5858118391605711	0.16439210890583947
Men1	0.017985901314420308	0.6709849949514827	0.20917987752229317
Mettl3	6.773481844739484e-07	0.39481840351496456	0.23090089584646628
Mitf	0.011826364719836828	0.6717977327442801	0.2236864481243049
Mllt3	0.003299665179187216	0.576289206256175	0.0481512278028131
Mnx1	2.3189984046850915e-07	0.6574916046989314	0.011042175993928737
Morc3	0.14421316175782065	2.198386477157752e-05	0.7947367899611396
Mphosph8	5.074700470453476e-07	9.118605846038928e-06	0.004347429873981208
Mpnd	0.6308130601592002	0.5156256762503874	0.17175878369329867
Msl1	0.0009242988652855505	0.5852170683287001	0.29809687797181983
Msl2	1.458021726603754e-05	0.6107409769290353	0.19875462453141257
Mta1	0.002710242592575259	0.7557488409495456	0.033341249962475485
Mta2	0.002318042931926988	0.6417738439224945	0.17890975160966544
Mtf2	4.6783127851665535e-11	0.1490253479622931	0.11263153064012717
Mtor	0.00011390607237338768	0.6703622262160986	0.12750099636123902
Mxi1	0.0015029800498473332	0.6664931861995612	0.25319829026128915
Myb	0.0003780339001826649	0.676089781603735	0.1291200352854829
Mybl1	0.0022003763420244257	0.6671391467602871	0.17497190101883583
Myc	3.77657649049419e-05	0.6315819897337802	0.19452648728994795
Mycn	0.00017245462882318834	0.5976272737583204	0.1892669125302476
Myf5	2.3384731547977144e-06	0.558629628676782	0.19521006854564127
Myo1c	0.0036544067758419946	0.7048494564131013	0.001382642671882663
Myod1	5.886687975896815e-07	0.5205069910580937	0.17994664936544388
Myog	4.3217666440899295e-07	0.49721301949536467	0.17840846391904994
Myt1	0.13404654880927208	0.023034296302866037	0.08077003998140633
Myt1l	4.857578620647069e-10	0.7275588777087767	0.04918804827490534
Naa10	0.0015277444772342562	0.5331483911682631	0.21829992514559793
Nacc1	1.4964992719384033e-08	0.28887723618270716	0.019778504756961388
Nanog	2.5482176719982028e-06	0.5695773460907825	0.18002668059017551
Nap1l1	5.2460733445867824e-05	0.44076369635060325	0.0330505079772441
Nbn	6.018840961040335e-06	0.4197877408860474	0.023206499107045135
Ncapd3	0.006944368330480239	0.6820428353978955	0.21068941681548048
Ncapg	1.5065325625305529e-05	0.1240294021500069	0.03393015928335417
Ncaph2	0.025313150156951795	0.7151582206842823	0.285828284684744
Ncoa2	0.0012221030091856093	0.6701808616582133	0.2610375945791527
Ncoa3	8.85970925218403e-07	2.54179971438518e-06	0.0006699446921937122
Ncor1	6.065621705346669e-11	0.7502092232281059	0.0964771085951624
Ncor2	8.41905204115277e-06	0.6045796107712	0.2014646306571101
Nelfa	0.0026498666607202596	0.6507761037353467	0.2217775292059387
Nelfb	0.01950666816005795	0.6930440213571077	0.250536519658395
Nelfe	0.009991464480878015	0.6816408070828965	0.22244258590433624
Neurod1	3.689143013556708e-07	0.5274535418000819	0.1767497759767564
Neurod2	8.007143383737261e-08	0.5002085645976885	0.17575730742798273
Neurog2	3.915664934615929e-08	0.52128351173284	0.1808653353610595
Nfat5	0.11982948423613217	0.5903457082839761	0.06515068369571654
Nfatc1	0.0006428750165939474	0.6998890431157068	0.06069574724941333
Nfatc2	3.546843787396973e-13	0.7671500000695015	0.2795977948919641
Nfe2	9.292139633014283e-05	0.5992083324708433	0.17034093073055862
Nfe2l1	0.00013408997556178215	0.5594410850473142	0.23627433053884897
Nfe2l2	0.010695627672232694	0.6471537686891538	0.25460332550712816
Nfia	9.95690198597531e-12	0.25089839164370265	0.016999012914862256
Nfib	1.1742466448433428e-08	0.5952125947396328	0.20863048088265074
Nfil3	8.624427740627274e-13	0.0011360384021012434	0.16854376367702742
Nfkb1	3.2286803450500836e-08	0.13951774301564815	0.04227694273276514
Nfya	0.000441805061402695	0.6716834503100884	0.2346615466641695
Nfyb	0.0010397962112413796	0.6967451760837402	0.25156623496410513
Nfyc	0.0001559297834462296	0.6107762583314416	0.21529224552478718
Nipbl	0.0022383911939945086	0.6573485894165171	0.21364157551842405
Nkx2-1	1.3676201517042103e-06	0.46415583355902534	0.21962257337116625
Nkx2-2	9.477235820838544e-06	0.6038698477339506	0.22234012862825034
Nkx2-5	3.5581476865084865e-05	0.5892367415783364	0.17287250820349948
Nkx3-1	4.810886350725904e-08	0.6362340516799545	0.0803452389660681
Nkx3-2	0.00010594741082179135	0.6509301224160312	0.16183254720724793
Nkx6-1	2.3589526164357192e-05	0.6049315911088289	0.2320801923691162
Nlrc5	8.809031100465157e-14	2.7026681800744226e-06	0.000223702389729211
Nono	0.0852946672781577	0.8336748384796504	0.008078327613927029
Notch1	0.0007477753778035509	0.6706853934723	0.27621763776659025
Npas3	0.00025789613250888854	0.6012364212256378	0.20979907878554388
Nr0b1	2.784282240099387e-08	0.5011663397784546	0.1214452587397406
Nr0b2	2.505009266444415e-12	0.05014905270955652	0.0008250951373597856
Nr1d1	3.093999105290001e-05	0.6431683953641614	0.19644913309861722
Nr1d2	0.000470889336693546	0.5700680900140296	0.28107801717812486
Nr1h2	0.00026361897550968786	0.6154043417092543	0.22213254319094744
Nr1h3	5.997886039065239e-09	0.5678701132610161	0.2808672980155623
Nr1h4	6.385151101674244e-07	0.6779711995298973	0.17061157414045705
Nr2f2	0.08643586746191928	0.9070598222622829	0.008239829188659595
Nr3c1	4.557987688525871e-06	0.6142439178707599	0.17480955033111123
Nr4a1	1.1882817805391779e-09	0.5053303583468858	0.09519144378385228
Nr5a1	0.5618212613719382	0.22666145510980729	0.20271593136130509
Nr5a2	2.232731314112329e-09	0.7034125561305345	0.09650835452302549
